,x,ukf_x,y,ukf_y,rmse,ukf_rmse,past_temporal_horizon,future_temporal_horizon
0,0.25349134,0.13624193032922977,0.47222704,0.1037373876051343,0.3628592,0.11998965896718203,0.5,0.2
1,0.2641499,0.13624193032922977,0.44854242,0.1037373876051343,0.35634616,0.11998965896718203,0.5,0.3
2,0.25967997,0.13624193032922977,0.4830253,0.1037373876051343,0.37135264,0.11998965896718203,0.5,0.4
3,0.25993592,0.13624193032922977,0.46679348,0.1037373876051343,0.3633647,0.11998965896718203,0.5,0.5
4,0.17732549,0.13624193032922977,0.22212878,0.1037373876051343,0.19972713,0.11998965896718203,1.0,0.2
5,0.18373908,0.13624193032922977,0.2154395,0.1037373876051343,0.19958928,0.11998965896718203,1.0,0.3
6,0.18462731,0.13624193032922977,0.22470681,0.1037373876051343,0.20466706,0.11998965896718203,1.0,0.4
7,0.19683188,0.13624193032922977,0.23535724,0.1037373876051343,0.21609455,0.11998965896718203,1.0,0.5
8,0.14998043,0.13624193032922977,0.112307966,0.1037373876051343,0.1311442,0.11998965896718203,2.0,0.2
9,0.14976206,0.13624193032922977,0.10759247,0.1037373876051343,0.12867726,0.11998965896718203,2.0,0.3
10,0.16014512,0.13624193032922977,0.11255425,0.1037373876051343,0.13634968,0.11998965896718203,2.0,0.4
11,0.14696588,0.13624193032922977,0.11478335,0.1037373876051343,0.1308746,0.11998965896718203,2.0,0.5
12,0.14773674,0.13624193032922977,0.11319977,0.1037373876051343,0.13046825,0.11998965896718203,3.0,0.2
13,0.1359767,0.13624193032922977,0.07840015,0.1037373876051343,0.107188426,0.11998965896718203,3.0,0.3
14,0.13531084,0.13624193032922977,0.07757096,0.1037373876051343,0.1064409,0.11998965896718203,3.0,0.4
15,0.13615747,0.13624193032922977,0.0853702,0.1037373876051343,0.11076383,0.11998965896718203,3.0,0.5
16,0.10167904,0.13624193032922977,0.089740925,0.1037373876051343,0.09570998,0.11998965896718203,4.0,0.2
17,0.09928762,0.13624193032922977,0.093930416,0.1037373876051343,0.09660902,0.11998965896718203,4.0,0.3
18,0.0978648,0.13624193032922977,0.07564443,0.1037373876051343,0.08675462,0.11998965896718203,4.0,0.4
19,0.10022622,0.13624193032922977,0.07040552,0.1037373876051343,0.08531587,0.11998965896718203,4.0,0.5
20,0.08453189,0.13624193032922977,0.07780986,0.1037373876051343,0.08117087,0.11998965896718203,5.0,0.2
21,0.08888867,0.13624193032922977,0.07676412,0.1037373876051343,0.08282639,0.11998965896718203,5.0,0.3
22,0.092713565,0.13624193032922977,0.068894275,0.1037373876051343,0.080803916,0.11998965896718203,5.0,0.4
23,0.08750903,0.13624193032922977,0.06175647,0.1037373876051343,0.07463275,0.11998965896718203,5.0,0.5
