,x,ukf_['x'],y,ukf_['y'],rmse,ukf_rmse,past_temporal_horizon,future_temporal_horizon
23,0.09434284,0.13568760346959,0.05847632,0.10248983044632094,0.07640958,0.11908871695795548,5.0,0.5
18,0.09527716,0.13568760346959,0.063883826,0.10248983044632094,0.07958049,0.11908871695795548,4.0,0.4
21,0.09286467,0.13568760346959,0.067288555,0.10248983044632094,0.08007661,0.11908871695795548,5.0,0.3
22,0.09548114,0.13568760346959,0.06515163,0.10248983044632094,0.08031639,0.11908871695795548,5.0,0.4
19,0.101739086,0.13568760346959,0.0680582,0.10248983044632094,0.08489864,0.11908871695795548,4.0,0.5
20,0.08558918,0.13568760346959,0.084587336,0.10248983044632094,0.08508825,0.11908871695795548,5.0,0.2
17,0.0987541,0.13568760346959,0.07165606,0.10248983044632094,0.08520508,0.11908871695795548,4.0,0.3
16,0.09671645,0.13568760346959,0.09247358,0.10248983044632094,0.094595015,0.11908871695795548,4.0,0.2
15,0.13441233,0.13568760346959,0.06868356,0.10248983044632094,0.10154794,0.11908871695795548,3.0,0.5
13,0.13751939,0.13568760346959,0.07546215,0.10248983044632094,0.10649077,0.11908871695795548,3.0,0.3
14,0.13870467,0.13568760346959,0.07769491,0.10248983044632094,0.10819979,0.11908871695795548,3.0,0.4
12,0.14720562,0.13568760346959,0.10545044,0.10248983044632094,0.12632802,0.11908871695795548,3.0,0.2
9,0.15562636,0.13568760346959,0.114291236,0.10248983044632094,0.1349588,0.11908871695795548,2.0,0.3
8,0.15374792,0.13568760346959,0.11748162,0.10248983044632094,0.13561477,0.11908871695795548,2.0,0.2
10,0.15174296,0.13568760346959,0.12656723,0.10248983044632094,0.13915509,0.11908871695795548,2.0,0.4
11,0.15578781,0.13568760346959,0.12607834,0.10248983044632094,0.14093307,0.11908871695795548,2.0,0.5
7,0.18462972,0.13568760346959,0.221839,0.10248983044632094,0.20323436,0.11908871695795548,1.0,0.5
4,0.18495709,0.13568760346959,0.22829011,0.10248983044632094,0.2066236,0.11908871695795548,1.0,0.2
6,0.1860371,0.13568760346959,0.23447898,0.10248983044632094,0.21025804,0.11908871695795548,1.0,0.4
5,0.18337929,0.13568760346959,0.2434346,0.10248983044632094,0.21340695,0.11908871695795548,1.0,0.3
1,0.26101843,0.13568760346959,0.46205658,0.10248983044632094,0.36153752,0.11908871695795548,0.5,0.3
3,0.27449313,0.13568760346959,0.47052592,0.10248983044632094,0.37250954,0.11908871695795548,0.5,0.5
2,0.26567256,0.13568760346959,0.490008,0.10248983044632094,0.37784028,0.11908871695795548,0.5,0.4
0,0.26930642,0.13568760346959,0.48998007,0.10248983044632094,0.37964326,0.11908871695795548,0.5,0.2
