,x,ukf_x,y,ukf_y,rmse,ukf_rmse,past_temporal_horizon,future_temporal_horizon
0,0.26603192,0.13650439238084758,0.4755482,0.10428005408060437,0.37079006,0.12039222323072597,0.5,0.2
1,0.25497958,0.13650439238084758,0.44093263,0.10428005408060437,0.34795612,0.12039222323072597,0.5,0.3
2,0.26179785,0.13650439238084758,0.47993866,0.10428005408060437,0.37086827,0.12039222323072597,0.5,0.4
3,0.27288613,0.13650439238084758,0.4559402,0.10428005408060437,0.36441314,0.12039222323072597,0.5,0.5
4,0.18564636,0.13650439238084758,0.22515146,0.10428005408060437,0.20539892,0.12039222323072597,1.0,0.2
5,0.18330432,0.13650439238084758,0.23872137,0.10428005408060437,0.21101284,0.12039222323072597,1.0,0.3
6,0.18613923,0.13650439238084758,0.24271749,0.10428005408060437,0.21442837,0.12039222323072597,1.0,0.4
7,0.18458731,0.13650439238084758,0.22271495,0.10428005408060437,0.20365113,0.12039222323072597,1.0,0.5
8,0.15320846,0.13650439238084758,0.11504699,0.10428005408060437,0.13412774,0.12039222323072597,2.0,0.2
9,0.154476,0.13650439238084758,0.11418284,0.10428005408060437,0.13432942,0.12039222323072597,2.0,0.3
10,0.15491417,0.13650439238084758,0.12533261,0.10428005408060437,0.1401234,0.12039222323072597,2.0,0.4
11,0.15687929,0.13650439238084758,0.12808551,0.10428005408060437,0.1424824,0.12039222323072597,2.0,0.5
12,0.15234898,0.13650439238084758,0.11841086,0.10428005408060437,0.13537993,0.12039222323072597,3.0,0.2
13,0.13978216,0.13650439238084758,0.07968934,0.10428005408060437,0.10973575,0.12039222323072597,3.0,0.3
14,0.13578196,0.13650439238084758,0.08538224,0.10428005408060437,0.1105821,0.12039222323072597,3.0,0.4
15,0.13022608,0.13650439238084758,0.07739397,0.10428005408060437,0.10381003,0.12039222323072597,3.0,0.5
16,0.09634437,0.13650439238084758,0.09825256,0.10428005408060437,0.09729846,0.12039222323072597,4.0,0.2
17,0.10051623,0.13650439238084758,0.07631785,0.10428005408060437,0.08841704,0.12039222323072597,4.0,0.3
18,0.09884685,0.13650439238084758,0.06753701,0.10428005408060437,0.08319193,0.12039222323072597,4.0,0.4
19,0.10258438,0.13650439238084758,0.07378962,0.10428005408060437,0.088186994,0.12039222323072597,4.0,0.5
20,0.082722105,0.13650439238084758,0.092357874,0.10428005408060437,0.087539986,0.12039222323072597,5.0,0.2
21,0.08850936,0.13650439238084758,0.06261214,0.10428005408060437,0.07556075,0.12039222323072597,5.0,0.3
22,0.09224473,0.13650439238084758,0.06094479,0.10428005408060437,0.076594755,0.12039222323072597,5.0,0.4
23,0.093106985,0.13650439238084758,0.05412496,0.10428005408060437,0.07361597,0.12039222323072597,5.0,0.5
