,x,ukf_x,y,ukf_y,rmse,ukf_rmse,past_temporal_horizon,future_temporal_horizon
0,0.13016684,0.08152858401149513,0.2539904,0.06616075259359104,0.19207862,0.07384466830254308,0.5,0.2
1,0.1319255,0.08152858401149513,0.25503555,0.06616075259359104,0.19348052,0.07384466830254308,0.5,0.3
2,0.1266619,0.08152858401149513,0.22756077,0.06616075259359104,0.17711133,0.07384466830254308,0.5,0.4
3,0.13077913,0.08152858401149513,0.23250234,0.06616075259359104,0.18164074,0.07384466830254308,0.5,0.5
4,0.097197354,0.08152858401149513,0.14158268,0.06616075259359104,0.11939002,0.07384466830254308,1.0,0.2
5,0.10048311,0.08152858401149513,0.14278185,0.06616075259359104,0.12163249,0.07384466830254308,1.0,0.3
6,0.09788325,0.08152858401149513,0.12988408,0.06616075259359104,0.11388366,0.07384466830254308,1.0,0.4
7,0.1052273,0.08152858401149513,0.13282816,0.06616075259359104,0.119027734,0.07384466830254308,1.0,0.5
8,0.07806025,0.08152858401149513,0.07880959,0.06616075259359104,0.078434914,0.07384466830254308,2.0,0.2
9,0.07843485,0.08152858401149513,0.07093211,0.06616075259359104,0.07468348,0.07384466830254308,2.0,0.3
10,0.07842501,0.08152858401149513,0.06473882,0.06616075259359104,0.071581915,0.07384466830254308,2.0,0.4
11,0.07549792,0.08152858401149513,0.06570621,0.06616075259359104,0.07060206,0.07384466830254308,2.0,0.5
12,0.07995432,0.08152858401149513,0.059233494,0.06616075259359104,0.06959391,0.07384466830254308,3.0,0.2
13,0.07862598,0.08152858401149513,0.06005198,0.06616075259359104,0.06933898,0.07384466830254308,3.0,0.3
14,0.0677615,0.08152858401149513,0.044119712,0.06616075259359104,0.055940606,0.07384466830254308,3.0,0.4
15,0.06512777,0.08152858401149513,0.042754933,0.06616075259359104,0.05394135,0.07384466830254308,3.0,0.5
16,0.064276904,0.08152858401149513,0.054872524,0.06616075259359104,0.059574716,0.07384466830254308,4.0,0.2
17,0.050438512,0.08152858401149513,0.04195909,0.06616075259359104,0.0461988,0.07384466830254308,4.0,0.3
18,0.053021494,0.08152858401149513,0.04379948,0.06616075259359104,0.048410486,0.07384466830254308,4.0,0.4
19,0.05426064,0.08152858401149513,0.045558635,0.06616075259359104,0.049909636,0.07384466830254308,4.0,0.5
20,0.053038064,0.08152858401149513,0.037554674,0.06616075259359104,0.04529637,0.07384466830254308,5.0,0.2
21,0.055277,0.08152858401149513,0.03977905,0.06616075259359104,0.047528025,0.07384466830254308,5.0,0.3
22,0.0631292,0.08152858401149513,0.053273514,0.06616075259359104,0.058201358,0.07384466830254308,5.0,0.4
23,0.060746018,0.08152858401149513,0.03757645,0.06616075259359104,0.049161233,0.07384466830254308,5.0,0.5
