,x,ukf_x,y,ukf_y,rmse,ukf_rmse,past_temporal_horizon,future_temporal_horizon
0,0.06392471,0.03830345343313265,0.26240033,0.06392304506856113,0.16316251,0.051113249250846884,0.5,0.2
1,0.064960666,0.03830345343313265,0.2315744,0.06392304506856113,0.14826754,0.051113249250846884,0.5,0.3
2,0.06500232,0.03830345343313265,0.17766234,0.06392304506856113,0.12133233,0.051113249250846884,0.5,0.4
3,0.06242183,0.03830345343313265,0.1871833,0.06392304506856113,0.12480257,0.051113249250846884,0.5,0.5
4,0.04793011,0.03830345343313265,0.1424475,0.06392304506856113,0.095188804,0.051113249250846884,1.0,0.2
5,0.04529498,0.03830345343313265,0.108553134,0.06392304506856113,0.076924056,0.051113249250846884,1.0,0.3
6,0.043949697,0.03830345343313265,0.09046252,0.06392304506856113,0.06720611,0.051113249250846884,1.0,0.4
7,0.043686282,0.03830345343313265,0.08709415,0.06392304506856113,0.065390214,0.051113249250846884,1.0,0.5
8,0.029031673,0.03830345343313265,0.053184435,0.06392304506856113,0.041108053,0.051113249250846884,2.0,0.2
9,0.028113559,0.03830345343313265,0.05342372,0.06392304506856113,0.04076864,0.051113249250846884,2.0,0.3
10,0.029950412,0.03830345343313265,0.06522937,0.06392304506856113,0.04758989,0.051113249250846884,2.0,0.4
11,0.028776651,0.03830345343313265,0.043433733,0.06392304506856113,0.036105193,0.051113249250846884,2.0,0.5
12,0.025712425,0.03830345343313265,0.054944135,0.06392304506856113,0.04032828,0.051113249250846884,3.0,0.2
13,0.025846394,0.03830345343313265,0.049592745,0.06392304506856113,0.03771957,0.051113249250846884,3.0,0.3
14,0.025487969,0.03830345343313265,0.047490243,0.06392304506856113,0.036489107,0.051113249250846884,3.0,0.4
15,0.02747033,0.03830345343313265,0.042400695,0.06392304506856113,0.03493551,0.051113249250846884,3.0,0.5
16,0.027697762,0.03830345343313265,0.06968149,0.06392304506856113,0.048689626,0.051113249250846884,4.0,0.2
17,0.023887867,0.03830345343313265,0.050754827,0.06392304506856113,0.037321348,0.051113249250846884,4.0,0.3
18,0.023951778,0.03830345343313265,0.04200307,0.06392304506856113,0.032977425,0.051113249250846884,4.0,0.4
19,0.025067851,0.03830345343313265,0.04272576,0.06392304506856113,0.033896804,0.051113249250846884,4.0,0.5
20,0.029878724,0.03830345343313265,0.0586894,0.06392304506856113,0.04428406,0.051113249250846884,5.0,0.2
21,0.030941913,0.03830345343313265,0.062395334,0.06392304506856113,0.046668623,0.051113249250846884,5.0,0.3
22,0.032244246,0.03830345343313265,0.05188144,0.06392304506856113,0.04206284,0.051113249250846884,5.0,0.4
23,0.028777145,0.03830345343313265,0.047724765,0.06392304506856113,0.038250953,0.051113249250846884,5.0,0.5
