,x,ukf_x,y,ukf_y,rmse,ukf_rmse,past_temporal_horizon,future_temporal_horizon
0,0.10114859,0.040498216815426404,0.34169906,0.06641810981917871,0.22142383,0.05345816331730256,0.5,0.2
1,0.105238765,0.040498216815426404,0.34447852,0.06641810981917871,0.22485864,0.05345816331730256,0.5,0.3
2,0.103783004,0.040498216815426404,0.30382353,0.06641810981917871,0.20380327,0.05345816331730256,0.5,0.4
3,0.10220715,0.040498216815426404,0.29910406,0.06641810981917871,0.20065561,0.05345816331730256,0.5,0.5
4,0.076118484,0.040498216815426404,0.16599615,0.06641810981917871,0.12105732,0.05345816331730256,1.0,0.2
5,0.0792387,0.040498216815426404,0.1437855,0.06641810981917871,0.1115121,0.05345816331730256,1.0,0.3
6,0.07559368,0.040498216815426404,0.13272475,0.06641810981917871,0.10415921,0.05345816331730256,1.0,0.4
7,0.07711088,0.040498216815426404,0.12501442,0.06641810981917871,0.101062655,0.05345816331730256,1.0,0.5
8,0.04971028,0.040498216815426404,0.09920413,0.06641810981917871,0.074457206,0.05345816331730256,2.0,0.2
9,0.04985861,0.040498216815426404,0.07980027,0.06641810981917871,0.06482944,0.05345816331730256,2.0,0.3
10,0.050051644,0.040498216815426404,0.07624556,0.06641810981917871,0.0631486,0.05345816331730256,2.0,0.4
11,0.051800925,0.040498216815426404,0.078244925,0.06641810981917871,0.06502292,0.05345816331730256,2.0,0.5
12,0.042276807,0.040498216815426404,0.09716269,0.06641810981917871,0.06971975,0.05345816331730256,3.0,0.2
13,0.044579685,0.040498216815426404,0.07659116,0.06641810981917871,0.06058542,0.05345816331730256,3.0,0.3
14,0.0460489,0.040498216815426404,0.07974488,0.06641810981917871,0.06289689,0.05345816331730256,3.0,0.4
15,0.048562374,0.040498216815426404,0.06592065,0.06641810981917871,0.057241514,0.05345816331730256,3.0,0.5
16,0.04094422,0.040498216815426404,0.09673515,0.06641810981917871,0.068839684,0.05345816331730256,4.0,0.2
17,0.042214695,0.040498216815426404,0.08099665,0.06641810981917871,0.06160567,0.05345816331730256,4.0,0.3
18,0.03874602,0.040498216815426404,0.06857191,0.06641810981917871,0.053658966,0.05345816331730256,4.0,0.4
19,0.042062305,0.040498216815426404,0.07233235,0.06641810981917871,0.05719733,0.05345816331730256,4.0,0.5
20,0.039848395,0.040498216815426404,0.09672888,0.06641810981917871,0.06828864,0.05345816331730256,5.0,0.2
21,0.044059943,0.040498216815426404,0.08081884,0.06641810981917871,0.06243939,0.05345816331730256,5.0,0.3
22,0.039996553,0.040498216815426404,0.074580595,0.06641810981917871,0.057288572,0.05345816331730256,5.0,0.4
23,0.042088263,0.040498216815426404,0.06635949,0.06641810981917871,0.054223876,0.05345816331730256,5.0,0.5
